城市行政区划代码,城市名,线路id,线路名,地铁站名,经度,纬度,所属线路
1100,北京,900000069871,S1线,110100023339035,金安桥,116.163167,39.923620,900000069871|110100023339
1100,北京,900000069871,S1线,900000069871003,四道桥,116.134010,39.916030,900000069871
1100,北京,900000069871,S1线,900000069871004,桥户营,116.125809,39.912383,900000069871
1100,北京,900000069871,S1线,900000069871005,上岸,116.122225,39.905138,900000069871
1100,北京,900000069871,S1线,900000069871006,栗园庄,116.123254,39.895780,900000069871
1100,北京,900000069871,S1线,900000069871007,小园,116.114443,39.890465,900000069871
1100,北京,900000069871,S1线,900000069871008,石厂,116.100334,39.889378,900000069871
1100,北京,110100023110,1号线,110100023110002,苹果园,116.177388,39.926727,110100023110
1100,北京,110100023110,1号线,110100023110003,古城,116.190337,39.907450,110100023110
1100,北京,110100023110,1号线,110100023110004,八角游乐园,116.212684,39.907442,110100023110
1100,北京,110100023110,1号线,110100023110005,八宝山,116.235948,39.907440,110100023110
1100,北京,110100023110,1号线,110100023110006,玉泉路,116.252888,39.907433,110100023110
1100,北京,110100023110,1号线,110100023110007,五棵松,116.273987,39.907456,110100023110
1100,北京,110100023110,1号线,110100023110008,万寿路,116.294765,39.907474,110100023110
1100,北京,110100023110,1号线,110100023110009,公主坟,116.309919,39.907469,110100023110|110100023282
1100,北京,110100023110,1号线,110100023110010,军事博物馆,116.321459,39.907422,110100023110|110100023116
1100,北京,110100023110,1号线,110100023110011,木樨地,116.337583,39.907379,110100023110
1100,北京,110100023110,1号线,110100023110012,南礼士路,116.352583,39.907234,110100023110
1100,北京,110100023110,1号线,110100023098016,复兴门,116.356866,39.907242,110100023110|110100023098
1100,北京,110100023110,1号线,110100023076018,西单,116.374072,39.907383,110100023110|110100023076
1100,北京,110100023110,1号线,110100023110015,天安门西,116.391278,39.907472,110100023110
1100,北京,110100023110,1号线,110100023110016,天安门东,116.401216,39.907780,110100023110
1100,北京,110100023110,1号线,110100023110017,王府井,116.411571,39.908069,110100023110
1100,北京,110100023110,1号线,110100023100007,东单,116.418480,39.908325,110100023110|110100023100
1100,北京,110100023110,1号线,110100023098009,建国门,116.435806,39.908501,110100023110|110100023098
1100,北京,110100023110,1号线,110100023110020,永安里,116.450497,39.908454,110100023110
1100,北京,110100023110,1号线,110100023110021,国贸,116.461841,39.909104,110100023110|110100023282
1100,北京,110100023110,1号线,110100023110022,大望路,116.475783,39.908287,110100023110|900000028907
1100,北京,110100023110,1号线,110100023110023,四惠,116.495456,39.908749,110100023110|110100033086
1100,北京,110100023110,1号线,110100023110024,四惠东,116.515664,39.908495,110100023110|110100033086
1100,北京,110100023098,2号线,110100023098002,积水潭,116.373126,39.948653,110100023098
1100,北京,110100023098,2号线,110100023098003,鼓楼大街,116.393776,39.948972,110100023098|110100023114
1100,北京,110100023098,2号线,110100023098004,安定门,116.408240,39.949180,110100023098
1100,北京,110100023098,2号线,110100023098005,雍和宫,116.417069,39.949336,110100023098|110100023100
1100,北京,110100023098,2号线,110100023096004,东直门,116.435842,39.941626,110100023098|110100033066|110100023096
1100,北京,110100023098,2号线,110100023098007,东四十条,116.434133,39.933801,110100023098
1100,北京,110100023098,2号线,110100023098008,朝阳门,116.434584,39.924499,110100023098|110100023339
1100,北京,110100023098,2号线,110100023098010,北京站,116.427287,39.904983,110100023098
1100,北京,110100023098,2号线,110100023098011,崇文门,116.417093,39.901063,110100023098|110100023100
1100,北京,110100023098,2号线,110100023098012,前门,116.397937,39.900192,110100023098
1100,北京,110100023098,2号线,110100023098013,和平门,116.384209,39.900098,110100023098
1100,北京,110100023098,2号线,110100023076019,宣武门,116.374314,39.899765,110100023098|110100023076
1100,北京,110100023098,2号线,110100023098015,长椿街,116.363355,39.899433,110100023098
1100,北京,110100023098,2号线,110100023098017,阜成门,116.356009,39.923686,110100023098
1100,北京,110100023098,2号线,110100023098018,车公庄,116.354357,39.932397,110100023098|110100023339
1100,北京,110100023098,2号线,110100023076013,西直门,116.355426,39.940474,110100023098|110100023076|110100033066
1100,北京,110100023076,4号线大兴线,110100023076036,天宫院,116.319932,39.670342,110100023076
1100,北京,110100023076,4号线大兴线,110100023076035,生物医药基地,116.321662,39.686510,110100023076
1100,北京,110100023076,4号线大兴线,110100023076034,义和庄,116.319079,39.712387,110100023076
1100,北京,110100023076,4号线大兴线,110100023076033,黄村火车站,116.332611,39.722966,110100023076
1100,北京,110100023076,4号线大兴线,110100023076032,黄村西大街,116.332631,39.731769,110100023076
1100,北京,110100023076,4号线大兴线,110100023076031,清源路,116.332513,39.742724,110100023076
1100,北京,110100023076,4号线大兴线,110100023076030,枣园,116.332204,39.753458,110100023076
1100,北京,110100023076,4号线大兴线,110100023076029,高米店南,116.331605,39.763489,110100023076
1100,北京,110100023076,4号线大兴线,110100023076028,高米店北,116.330787,39.773547,110100023076
1100,北京,110100023076,4号线大兴线,110100023076027,西红门,116.328689,39.789800,110100023076
1100,北京,110100023076,4号线大兴线,110100023076026,新宫,116.365549,39.812592,110100023076
1100,北京,110100023076,4号线大兴线,110100023076025,公益西桥,116.370796,39.836135,110100023076
1100,北京,110100023076,4号线大兴线,110100023076024,角门西,116.371154,39.845850,110100023076|110100023282
1100,北京,110100023076,4号线大兴线,110100023076023,马家堡,116.371361,39.853109,110100023076
1100,北京,110100023076,4号线大兴线,110100023050026,北京南站,116.378963,39.865029,110100023076|900000028907
1100,北京,110100023076,4号线大兴线,110100023076021,陶然亭,116.374383,39.878470,110100023076
1100,北京,110100023076,4号线大兴线,110100023054006,菜市口,116.374425,39.889296,110100023076|110100023054
1100,北京,110100023076,4号线大兴线,110100023076017,灵境胡同,116.373746,39.915912,110100023076
1100,北京,110100023076,4号线大兴线,110100023076016,西四,116.373332,39.924206,110100023076
1100,北京,110100023076,4号线大兴线,110100023076015,平安里,116.372883,39.933949,110100023076|110100023339
1100,北京,110100023076,4号线大兴线,110100023076014,新街口,116.367742,39.940667,110100023076
1100,北京,110100023076,4号线大兴线,110100023076012,动物园,116.339031,39.938250,110100023076
1100,北京,110100023076,4号线大兴线,110100023076011,国家图书馆,116.325190,39.943114,110100023076|110100023116
1100,北京,110100023076,4号线大兴线,110100023076010,魏公村,116.323220,39.957904,110100023076
1100,北京,110100023076,4号线大兴线,110100023076009,人民大学,116.321367,39.966956,110100023076
1100,北京,110100023076,4号线大兴线,110100023076008,海淀黄庄,116.317564,39.975996,110100023076|110100023282
1100,北京,110100023076,4号线大兴线,110100023076007,中关村,116.316467,39.983991,110100023076
1100,北京,110100023076,4号线大兴线,110100023076006,北京大学东门,116.315842,39.992212,110100023076
1100,北京,110100023076,4号线大兴线,110100023076005,圆明园,116.310186,39.999662,110100023076
1100,北京,110100023076,4号线大兴线,110100023076004,西苑,116.290908,39.998258,110100023076|900000062236
1100,北京,110100023076,4号线大兴线,110100023076003,北宫门,116.277647,40.002373,110100023076
1100,北京,110100023076,4号线大兴线,110100023076002,安河桥北,116.269956,40.012195,110100023076
1100,北京,110100023100,5号线,110100023100001,宋家庄,116.428368,39.845849,110100023100|110100023282|110100023102
1100,北京,110100023100,5号线,110100023100002,刘家窑,116.422119,39.857521,110100023100
1100,北京,110100023100,5号线,110100023100003,蒲黄榆,116.423720,39.865621,110100023100|900000028907
1100,北京,110100023100,5号线,110100023100004,天坛东门,116.420833,39.882558,110100023100
1100,北京,110100023100,5号线,110100023054010,磁器口,116.419940,39.893172,110100023100|110100023054
1100,北京,110100023100,5号线,110100023100008,灯市口,116.417783,39.917113,110100023100
1100,北京,110100023100,5号线,110100023100009,东四,116.417493,39.924370,110100023100|110100023339
1100,北京,110100023100,5号线,110100023100010,张自忠路,116.417156,39.933592,110100023100
1100,北京,110100023100,5号线,110100023100011,北新桥,116.416884,39.940782,110100023100
1100,北京,110100023100,5号线,110100023100013,和平里北街,116.418504,39.958734,110100023100
1100,北京,110100023100,5号线,110100023100014,和平西桥,116.417975,39.968386,110100023100
1100,北京,110100023100,5号线,110100023100015,惠新西街南口,116.417537,39.977121,110100023100|110100023282
1100,北京,110100023100,5号线,110100023100016,惠新西街北口,116.417028,39.987836,110100023100
1100,北京,110100023100,5号线,110100023070020,大屯路东,116.417377,40.003841,110100023100|110100023070
1100,北京,110100023100,5号线,110100023100018,北苑路北,116.418089,40.030436,110100023100
1100,北京,110100023100,5号线,110100023100019,立水桥南,116.414496,40.041956,110100023100
1100,北京,110100023100,5号线,110100023100020,立水桥,116.412350,40.053032,110100023100|110100033066
1100,北京,110100023100,5号线,110100023100021,天通苑南,116.412661,40.066458,110100023100
1100,北京,110100023100,5号线,110100023100022,天通苑,116.412759,40.075222,110100023100
1100,北京,110100023100,5号线,110100023100023,天通苑北,116.412888,40.083668,110100023100
1100,北京,110100023339,6号线,110100023339022,潞城,116.747434,39.902652,110100023339
1100,北京,110100023339,6号线,110100023339023,东夏园,116.733850,39.903147,110100023339
1100,北京,110100023339,6号线,110100023339024,郝家府,116.717826,39.903195,110100023339
1100,北京,110100023339,6号线,110100023339025,北运河东,116.707056,39.903268,110100023339
1100,北京,110100023339,6号线,110100023339026,北运河西,116.688358,39.903024,110100023339
1100,北京,110100023339,6号线,110100023339028,通州北关,116.661131,39.917962,110100023339
1100,北京,110100023339,6号线,110100023339029,物资学院路,116.639316,39.926801,110100023339
1100,北京,110100023339,6号线,110100023339002,草房,116.615574,39.924477,110100023339
1100,北京,110100023339,6号线,110100023339003,常营,116.599722,39.925696,110100023339
1100,北京,110100023339,6号线,110100023339004,黄渠,116.578266,39.924201,110100023339
1100,北京,110100023339,6号线,110100023339005,褡裢坡,116.563961,39.924021,110100023339
1100,北京,110100023339,6号线,110100023339006,青年路,116.517429,39.923168,110100023339
1100,北京,110100023339,6号线,110100023339007,十里堡,116.502045,39.923076,110100023339
1100,北京,110100023339,6号线,110100023339008,金台路,116.478115,39.923556,110100023339|900000028907
1100,北京,110100023339,6号线,110100023282019,呼家楼,116.461618,39.923337,110100023339|110100023282
1100,北京,110100023339,6号线,110100023339010,东大桥,116.451657,39.923054,110100023339
1100,北京,110100023339,6号线,110100023114002,南锣鼓巷,116.404192,39.933848,110100023339|110100023114
1100,北京,110100023339,6号线,110100023339014,北海北,116.386829,39.933247,110100023339
1100,北京,110100023339,6号线,110100023339017,车公庄西,116.344082,39.932466,110100023339
1100,北京,110100023339,6号线,110100023116013,白石桥南,116.325680,39.933022,110100023339|110100023116
1100,北京,110100023339,6号线,110100023339019,花园桥,116.310683,39.932340,110100023339
1100,北京,110100023339,6号线,110100023282043,慈寿寺,116.295467,39.933268,110100023339|110100023282
1100,北京,110100023339,6号线,110100023339021,海淀五路居,116.276531,39.932584,110100023339
1100,北京,110100023339,6号线,110100023339030,田村,116.252914,39.929503,110100023339
1100,北京,110100023339,6号线,110100023339031,廖公庄,116.227292,39.932422,110100023339
1100,北京,110100023339,6号线,110100023339032,西黄村,116.206932,39.933605,110100023339
1100,北京,110100023339,6号线,110100023339033,杨庄,116.187004,39.927850,110100023339
1100,北京,110100023054,7号线,110100023054022,焦化厂,116.537247,39.855488,110100023054
1100,北京,110100023054,7号线,110100023054021,双合,116.526836,39.859691,110100023054
1100,北京,110100023054,7号线,110100023054020,垡头,116.511821,39.860728,110100023054
1100,北京,110100023054,7号线,110100023054019,欢乐谷景区,116.500067,39.866505,110100023054
1100,北京,110100023054,7号线,110100023054018,南楼梓庄,116.501084,39.874578,110100023054
1100,北京,110100023054,7号线,110100023054017,化工,116.503439,39.887369,110100023054
1100,北京,110100023054,7号线,110100023054016,百子湾,116.497768,39.892530,110100023054
1100,北京,110100023054,7号线,110100023054015,大郊亭,116.487935,39.893183,110100023054
1100,北京,110100023054,7号线,110100023054014,九龙山,116.478695,39.893222,110100023054|900000028907
1100,北京,110100023054,7号线,110100023054012,广渠门外,116.448998,39.893648,110100023054
1100,北京,110100023054,7号线,110100023054011,广渠门内,116.433877,39.893673,110100023054
1100,北京,110100023054,7号线,110100023054024,桥湾,116.408464,39.892725,110100023054
1100,北京,110100023054,7号线,110100023054008,珠市口,116.398104,39.891267,110100023054|900000040279
1100,北京,110100023054,7号线,110100023054007,虎坊桥,116.384596,39.889486,110100023054
1100,北京,110100023054,7号线,110100023054023,广安门内,116.358239,39.889418,110100023054
1100,北京,110100023054,7号线,110100023054004,达官营,116.336455,39.889884,110100023054
1100,北京,110100023054,7号线,110100023054003,湾子,116.327753,39.889954,110100023054
1100,北京,110100023054,7号线,110100023054002,北京西站,116.321218,39.894706,110100023054|110100023116
1100,北京,110100023114,8号线北段,110100023114020,中国美术馆,116.410803,39.923705,110100023114
1100,北京,110100023114,8号线北段,110100023114003,什刹海,116.396219,39.937583,110100023114
1100,北京,110100023114,8号线北段,110100023114005,安德里北街,116.395145,39.957227,110100023114
1100,北京,110100023114,8号线北段,110100023114006,安华桥,116.394655,39.968507,110100023114
1100,北京,110100023114,8号线北段,110100023114007,北土城,116.394193,39.976953,110100023114|110100023282
1100,北京,110100023114,8号线北段,110100023114008,奥体中心,116.393759,39.985837,110100023114
1100,北京,110100023114,8号线北段,110100023070018,奥林匹克公园,116.391758,40.002207,110100023114|110100023070
1100,北京,110100023114,8号线北段,110100023114010,森林公园南门,116.392600,40.010122,110100023114
1100,北京,110100023114,8号线北段,110100023114011,林萃桥,116.372998,40.021906,110100023114
1100,北京,110100023114,8号线北段,110100023114012,永泰庄,116.354580,40.037728,110100023114
1100,北京,110100023114,8号线北段,110100023114013,西小口,116.351644,40.046873,110100023114
1100,北京,110100023114,8号线北段,110100023114014,育新,116.347328,40.060039,110100023114
1100,北京,110100023114,8号线北段,110100023114015,霍营,116.360286,40.071857,110100023114|110100033066
1100,北京,110100023114,8号线北段,110100023114016,回龙观东大街,116.363025,40.081175,110100023114
1100,北京,110100023114,8号线北段,110100023114017,平西府,116.350425,40.090607,110100023114
1100,北京,110100023114,8号线北段,110100023114018,育知路,116.326992,40.087863,110100023114
1100,北京,110100023114,8号线北段,110100023114019,朱辛庄,116.313698,40.104297,110100023114|110100023118
1100,北京,900000040279,8号线南段,900000040279010,天桥,116.398712,39.881920,900000040279
1100,北京,900000040279,8号线南段,900000028907023,永定门外,116.399369,39.867435,900000040279|900000028907
1100,北京,900000040279,8号线南段,900000040279008,木樨园,116.399839,39.859262,900000040279
1100,北京,900000040279,8号线南段,900000040279007,海户屯,116.400301,39.851805,900000040279
1100,北京,900000040279,8号线南段,900000040279005,大红门南,116.401045,39.836715,900000040279
1100,北京,900000040279,8号线南段,900000040279004,和义,116.402073,39.814838,900000040279
1100,北京,900000040279,8号线南段,900000040279003,东高地,116.409427,39.805074,900000040279
1100,北京,900000040279,8号线南段,900000040279002,火箭万源,116.418627,39.799287,900000040279
1100,北京,900000040279,8号线南段,900000040279001,五福堂,116.423903,39.785046,900000040279
1100,北京,900000040279,8号线南段,900000040279018,德茂,116.441617,39.772709,900000040279
1100,北京,900000040279,8号线南段,900000040279017,瀛海,116.448958,39.760694,900000040279
1100,北京,110100023116,9号线,110100023092002,郭公庄,116.301889,39.814322,110100023116|110100023092
1100,北京,110100023116,9号线,110100023116003,丰台科技园,116.297176,39.825233,110100023116
1100,北京,110100023116,9号线,110100023116004,科怡路,116.297432,39.832480,110100023116
1100,北京,110100023116,9号线,110100023116005,丰台南路,116.296748,39.840444,110100023116
1100,北京,110100023116,9号线,110100023116006,丰台东大街,116.293857,39.855111,110100023116
1100,北京,110100023116,9号线,110100023068003,七里庄,116.294292,39.866773,110100023116|110100023068
1100,北京,110100023116,9号线,110100023116008,六里桥,116.302808,39.880239,110100023116|110100023282
1100,北京,110100023116,9号线,110100023116009,六里桥东,116.315142,39.886886,110100023116
1100,北京,110100023116,9号线,110100023116012,白堆子,116.325762,39.923818,110100023116
1100,北京,110100023282,10号线,110100023060002,巴沟,116.293727,39.974179,110100023282|110100023060
1100,北京,110100023282,10号线,110100023282003,苏州街,116.306332,39.975642,110100023282
1100,北京,110100023282,10号线,110100023282005,知春里,116.328709,39.976334,110100023282
1100,北京,110100023282,10号线,110100023282006,知春路,116.339960,39.976476,110100023282|110100033066
1100,北京,110100023282,10号线,110100023282007,西土城,116.354098,39.976549,110100023282
1100,北京,110100023282,10号线,110100023282008,牡丹园,116.369844,39.976603,110100023282
1100,北京,110100023282,10号线,110100023282009,健德门,116.381353,39.976723,110100023282
1100,北京,110100023282,10号线,110100023282011,安贞门,116.405954,39.977005,110100023282
1100,北京,110100023282,10号线,110100023282013,芍药居,116.435914,39.977636,110100023282|110100033066
1100,北京,110100023282,10号线,110100023282014,太阳宫,116.447469,39.972678,110100023282
1100,北京,110100023282,10号线,110100023096003,三元桥,116.456997,39.961508,110100023282|110100023096
1100,北京,110100023282,10号线,110100023282016,亮马桥,116.461794,39.949415,110100023282
1100,北京,110100023282,10号线,110100023282017,农业展览馆,116.461724,39.941344,110100023282
1100,北京,110100023282,10号线,110100023282018,团结湖,116.461806,39.933747,110100023282
1100,北京,110100023282,10号线,110100023282020,金台夕照,116.461743,39.916838,110100023282
1100,北京,110100023282,10号线,110100023054013,双井,116.460627,39.893479,110100023282
1100,北京,110100023282,10号线,110100023282023,劲松,116.461325,39.884387,110100023282
1100,北京,110100023282,10号线,110100023282024,潘家园,116.460926,39.875387,110100023282
1100,北京,110100023282,10号线,110100023282025,十里河,116.457983,39.866417,110100023282|900000028907
1100,北京,110100023282,10号线,110100023282026,分钟寺,116.453976,39.852227,110100023282
1100,北京,110100023282,10号线,110100023282027,成寿寺,116.447531,39.845874,110100023282
1100,北京,110100023282,10号线,110100023282029,石榴庄,116.414103,39.845905,110100023282
1100,北京,110100023282,10号线,110100023282030,大红门,116.399154,39.845383,110100023282
1100,北京,110100023282,10号线,110100023282031,角门东,116.385649,39.845135,110100023282
1100,北京,110100023282,10号线,110100023282033,草桥,116.351387,39.845869,110100023282
1100,北京,110100023282,10号线,110100023282034,纪家庙,116.333381,39.844433,110100023282
1100,北京,110100023282,10号线,110100023282035,首经贸,116.320202,39.844463,110100023282
1100,北京,110100023282,10号线,110100023282036,丰台站,116.304540,39.849639,110100023282
1100,北京,110100023282,10号线,110100023282037,泥洼,116.304173,39.858609,110100023282
1100,北京,110100023282,10号线,110100023050032,西局,116.303819,39.866770,110100023282|110100023068
1100,北京,110100023282,10号线,110100023282040,莲花桥,116.310347,39.897867,110100023282
1100,北京,110100023282,10号线,110100023282042,西钓鱼台,116.298064,39.923481,110100023282
1100,北京,110100023282,10号线,110100023282044,车道沟,116.293818,39.947923,110100023282
1100,北京,110100023282,10号线,110100023282045,长春桥,116.294255,39.958527,110100023282
1100,北京,110100023282,10号线,110100023282046,火器营,116.289058,39.965938,110100023282
1100,北京,110100033066,13号线,110100033066016,大钟寺,116.345139,39.966612,110100033066
1100,北京,110100033066,13号线,110100033066014,五道口,116.337742,39.992894,110100033066
1100,北京,110100033066,13号线,110100033066013,上地,116.320193,40.033007,110100033066
1100,北京,110100033066,13号线,110100023118008,西二旗,116.306295,40.053034,110100033066|110100023118
1100,北京,110100033066,13号线,110100033066011,龙泽,116.319429,40.070882,110100033066
1100,北京,110100033066,13号线,110100033066010,回龙观,116.336116,40.070800,110100033066
1100,北京,110100033066,13号线,110100033066007,北苑,116.434518,40.042997,110100033066
1100,北京,110100033066,13号线,110100023070002,望京西,116.449884,39.995724,110100033066|110100023070
1100,北京,110100033066,13号线,110100033066004,光熙门,116.431761,39.968337,110100033066
1100,北京,110100033066,13号线,110100033066003,柳芳,116.432728,39.958157,110100033066
1100,北京,900000028907,14号线东段,900000028907001,善各庄,116.478195,40.027160,900000028907
1100,北京,900000028907,14号线东段,900000028907002,来广营,116.466994,40.020588,900000028907
1100,北京,900000028907,14号线东段,900000028907003,东湖渠,116.467412,40.010670,900000028907
1100,北京,900000028907,14号线东段,110100023070003,望京,116.469409,39.998521,900000028907|110100023070
1100,北京,900000028907,14号线东段,900000028907005,阜通,116.471740,39.991699,900000028907
1100,北京,900000028907,14号线东段,900000028907006,望京南,116.481634,39.984634,900000028907
1100,北京,900000028907,14号线东段,900000028907008,将台,116.489496,39.971109,900000028907
1100,北京,900000028907,14号线东段,900000028907009,东风北桥,116.485919,39.958375,900000028907
1100,北京,900000028907,14号线东段,900000028907010,枣营,116.474947,39.944132,900000028907
1100,北京,900000028907,14号线东段,900000028907011,朝阳公园,116.478291,39.933492,900000028907
1100,北京,900000028907,14号线东段,900000028907016,平乐园,116.477307,39.885275,900000028907
1100,北京,900000028907,14号线东段,900000028907017,北工大西门,116.477319,39.875445,900000028907
1100,北京,900000028907,14号线东段,900000028907020,方庄,116.440244,39.865868,900000028907
1100,北京,900000028907,14号线东段,900000028907022,景泰,116.411027,39.865255,900000028907
1100,北京,110100023068,14号线西段,110100023068004,大井,116.276061,39.865226,110100023068
1100,北京,110100023068,14号线西段,110100023068005,郭庄子,116.253068,39.864841,110100023068
1100,北京,110100023068,14号线西段,110100023068006,大瓦窑,116.240480,39.859470,110100023068
1100,北京,110100023068,14号线西段,110100023068007,园博园,116.201643,39.861328,110100023068
1100,北京,110100023068,14号线西段,110100023068008,张郭庄,116.187193,39.858100,110100023068
1100,北京,110100023070,15号线,110100023070014,俸伯,116.684732,40.132573,110100023070
1100,北京,110100023070,15号线,110100023070013,顺义,116.657023,40.129994,110100023070
1100,北京,110100023070,15号线,110100023070012,石门,116.641117,40.129802,110100023070
1100,北京,110100023070,15号线,110100023070011,南法信,116.609535,40.128478,110100023070
1100,北京,110100023070,15号线,110100023070010,后沙峪,116.564211,40.114127,110100023070
1100,北京,110100023070,15号线,110100023070009,花梨坎,116.557593,40.084436,110100023070
1100,北京,110100023070,15号线,110100023070008,国展,116.555127,40.070030,110100023070
1100,北京,110100023070,15号线,110100023070007,孙河,116.534700,40.045113,110100023070
1100,北京,110100023070,15号线,110100023070006,马泉营,116.503480,40.033721,110100023070
1100,北京,110100023070,15号线,110100023070005,崔各庄,116.492968,40.022201,110100023070
1100,北京,110100023070,15号线,110100023070004,望京东,116.487105,40.003200,110100023070
1100,北京,110100023070,15号线,110100023070021,关庄,116.430947,40.001134,110100023070
1100,北京,110100023070,15号线,110100023070019,安立路,116.407845,40.002619,110100023070
1100,北京,110100023070,15号线,110100023070017,北沙滩,116.368143,40.001492,110100023070
1100,北京,110100023070,15号线,110100023070016,六道口,116.352670,40.000958,110100023070
1100,北京,110100023070,15号线,110100023070015,清华东路西口,116.339530,40.000673,110100023070
1100,北京,900000062236,16号线,900000062236001,北安河,116.130428,40.068128,900000062236
1100,北京,900000062236,16号线,900000062236002,温阳路,116.161361,40.068516,900000062236
1100,北京,900000062236,16号线,900000062236003,稻香湖路,116.188145,40.068936,900000062236
1100,北京,900000062236,16号线,900000062236004,屯佃,116.215850,40.068454,900000062236
1100,北京,900000062236,16号线,900000062236005,永丰,116.238481,40.071868,900000062236
1100,北京,900000062236,16号线,900000062236006,永丰南,116.248154,40.065575,900000062236
1100,北京,900000062236,16号线,900000062236007,西北旺,116.257923,40.048703,900000062236
1100,北京,900000062236,16号线,900000062236008,马连洼,116.272520,40.032637,900000062236
1100,北京,900000062236,16号线,900000062236009,农大南路,116.282272,40.021398,900000062236
1100,北京,110100033086,八通线,110100033086004,高碑店,116.531421,39.909448,110100033086
1100,北京,110100033086,八通线,110100033086005,传媒大学,116.554639,39.909215,110100033086
1100,北京,110100033086,八通线,110100033086006,双桥,116.576709,39.910139,110100033086
1100,北京,110100033086,八通线,110100033086007,管庄,116.599002,39.909090,110100033086
1100,北京,110100033086,八通线,110100033086008,八里桥,116.618658,39.906121,110100033086
1100,北京,110100033086,八通线,110100033086009,通州北苑,116.637252,39.903864,110100033086
1100,北京,110100033086,八通线,110100033086010,果园,116.646606,39.893393,110100033086
1100,北京,110100033086,八通线,110100033086011,九棵树,116.657533,39.890278,110100033086
1100,北京,110100033086,八通线,110100033086012,梨园,116.668720,39.883677,110100033086
1100,北京,110100033086,八通线,110100033086013,临河里,116.678811,39.875496,110100033086
1100,北京,110100033086,八通线,110100033086014,土桥,116.686349,39.871926,110100033086
1100,北京,110100023118,昌平线,110100023118009,昌平西山口,116.195371,40.244624,110100023118
1100,北京,110100023118,昌平线,110100023118010,十三陵景区,116.207729,40.240255,110100023118
1100,北京,110100023118,昌平线,110100023118011,昌平,116.233590,40.220550,110100023118
1100,北京,110100023118,昌平线,110100023118012,昌平东关,116.262059,40.221726,110100023118
1100,北京,110100023118,昌平线,110100023118013,北邵洼,116.281949,40.222001,110100023118
1100,北京,110100023118,昌平线,110100023118002,南邵,116.287534,40.207492,110100023118
1100,北京,110100023118,昌平线,110100023118003,沙河高教园,116.280465,40.164666,110100023118
1100,北京,110100023118,昌平线,110100023118004,沙河,116.288865,40.148278,110100023118
1100,北京,110100023118,昌平线,110100023118005,巩华城,116.293979,40.130900,110100023118
1100,北京,110100023118,昌平线,110100023118007,生命科学园,116.294230,40.094790,110100023118
1100,北京,110100023092,房山线,110100023092013,阎村东,116.100817,39.729028,110100023092|900000029622
1100,北京,110100023092,房山线,110100023092012,苏庄,116.125306,39.723188,110100023092
1100,北京,110100023092,房山线,110100023092011,良乡南关,116.140804,39.723202,110100023092
1100,北京,110100023092,房山线,110100023092010,良乡大学城西,116.156282,39.723157,110100023092
1100,北京,110100023092,房山线,110100023092009,良乡大学城,116.176541,39.723159,110100023092
1100,北京,110100023092,房山线,110100023092008,良乡大学城北,116.183480,39.729906,110100023092
1100,北京,110100023092,房山线,110100023092007,广阳城,116.184985,39.747930,110100023092
1100,北京,110100023092,房山线,110100023092006,篱笆房,116.189486,39.760636,110100023092
1100,北京,110100023092,房山线,110100023092005,长阳,116.212692,39.763871,110100023092
1100,北京,110100023092,房山线,110100023092004,稻田,116.218840,39.794885,110100023092
1100,北京,110100023092,房山线,110100023092003,大葆台,116.291681,39.807810,110100023092
1100,北京,110100023096,机场线,110100023096001,T3航站楼,116.615583,40.052657,110100023096
1100,北京,110100023096,机场线,110100023096002,T2航站楼,116.592808,40.079311,110100023096
1100,北京,110100023060,西郊线,110100023060004,颐和园西门,116.263248,39.985697,110100023060
1100,北京,110100023060,西郊线,110100023060005,茶棚,116.248100,39.982113,110100023060
1100,北京,110100023060,西郊线,110100023060006,万安,116.231977,39.984001,110100023060
1100,北京,110100023060,西郊线,110100023060007,植物园,116.214853,39.993582,110100023060
1100,北京,110100023060,西郊线,110100023060009,香山,116.204491,39.994056,110100023060
1100,北京,900000029622,燕房线,900000029622007,紫草坞,116.086720,39.724606,900000029622
1100,北京,900000029622,燕房线,900000029622006,阎村,116.080165,39.716731,900000029622
1100,北京,900000029622,燕房线,900000029622005,星城,116.061370,39.713681,900000029622
1100,北京,900000029622,燕房线,900000029622010,大石河东,116.039906,39.709893,900000029622
1100,北京,900000029622,燕房线,900000029622004,马各庄,116.016606,39.705103,900000029622
1100,北京,900000029622,燕房线,900000029620004,饶乐府,116.006103,39.701471,900000029622
1100,北京,900000029622,燕房线,900000029622002,房山城关,115.989599,39.706061,900000029622
1100,北京,900000029622,燕房线,900000029622001,燕山,115.973395,39.719615,900000029622
1100,北京,110100023102,亦庄线,110100023102013,肖村,116.448364,39.834217,110100023102
1100,北京,110100023102,亦庄线,110100023102012,小红门,116.459226,39.827951,110100023102
1100,北京,110100023102,亦庄线,110100023102011,旧宫,116.460789,39.806910,110100023102
1100,北京,110100023102,亦庄线,110100023102010,亦庄桥,116.480307,39.803011,110100023102
1100,北京,110100023102,亦庄线,110100023102009,亦庄文化园,116.490632,39.806890,110100023102
1100,北京,110100023102,亦庄线,110100023102008,万源街,116.505403,39.802971,110100023102
1100,北京,110100023102,亦庄线,110100023102007,荣京东街,116.513321,39.793189,110100023102
1100,北京,110100023102,亦庄线,110100023102006,荣昌东街,116.521688,39.782832,110100023102
1100,北京,110100023102,亦庄线,110100023102005,同济南路,116.539901,39.772962,110100023102
